00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,29.3935,32.636,33.302,38.7795,38.7655,37.965,15.98,31.606,36.846,22.9585,0.0415,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.722,25.408,33.794,36.03,38.584,39.1525,39.7555,41.1825,39.7165,13.346,31.423,25.9865,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755,3.333,4.6405,35.2895,37.309,38.416,33.905,39.5685,25.947,36.6535,33.0545,23.5985,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.303,20.717,32.0305,34.972,36.099,37.953,38.858,39.0065,36.0155,33.126,22.256,21.535,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.865,24.606,33.6795,36.853,38.376,39.549,35.3705,38.143,29.282,27.133,34.186,21.506,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8765,26.9415,33.3685,36.55,19.746,38.525,39.8555,39.2315,25.594,30.0255,28.4595,4.9215,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1135,5.038,12.174,12.67,34.2915,40.4155,37.966,31.755,23.0405,30.6245,6.311,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645,0.2455,8.125,21.183,32.672,34.321,33.0125,32.784,33.329,13.6645,0.5225,0.0415,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,4.9135,26.6825,36.2435,34.647,36.499,39.719,34.351,14.343,28.3455,6.438,1.1925,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5265,34.055,37.123,38.4525,36.274,39.95,36.0955,39.093,39.057,30.8215,18.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.657,24.373,24.8235,33.659,30.9535,32.422,35.095,28.2945,39.043,39.063,32.4535,13.1115,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136,2.4355,33.2545,24.6945,37.607,26.398,16.8805,37.39,34.2965,35.8505,29.2485,22.0745,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141,11.507,32.935,35.858,33.891,38.8105,30.7945,36.673,29.3285,18.44,12.3005,0.0415,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745,23.983,28.16,25.262,35.977,38.4815,36.563,40.0405,32.352,37.131,21.4005,7.3405,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.389,24.254,33.5405,37.121,38.6725,39.392,37.462,37.7245,37.474,35.1665,28.762,22.247,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4475,24.307,18.045,36.5595,38.6325,38.1285,36.7115,38.682,37.9,35.947,35.64,22.9635,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591,6.0935,27.584,27.5695,28.879,34.6185,36.157,38.3365,17.7055,17.326,16.274,21.581,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.848,30.7495,32.0015,31.3825,34.1045,35.649,6.6545,4.341,26.539,14.5365,13.385,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.123,25.5125,33.736,36.7295,30.18,36.2525,31.242,30.9475,39.454,10.628,32.9085,20.873,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,3.743,34.879,36.991,38.237,36.7695,17.5895,23.752,27.753,34.704,31.9345,14.896,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478,27.101,35.5835,37.675,37.688,36.5735,33.7465,34.88,38.0915,37.6545,31.6315,19.8565,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.134,16.271,33.2775,35.4395,37.983,34.796,23.041,35.06,30.7265,33.523,28.534,18.626,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5565,21.255,30.801,27.439,26.432,32.9165,25.0105,19.3195,20.5565,30.811,6.2305,9.648,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,2.37,24.93,28.0975,31.487,35.5515,28.6405,26.1435,15.916,14.324,1.2935,2.695,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,15.3215,29.7425,35.1815,37.6075,18.036,36.681,16.4805,19.8235,12.562,35.675,23.8945,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,8.846,33.9135,37.232,39.401,36.6495,31.934,28.971,39.7165,39.023,33.487,22.568,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1935,23.6165,29.1355,37.4565,39.309,39.8295,36.476,23.3545,27.5645,34.6125,18.4345,8.615,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,24.413,15.3075,26.0925,37.138,37.686,38.741,40.2785,29.5925,27.741,33.1755,22.466,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.657,27.843,34.4695,37.626,39.019,32.1895,32.9,33.962,37.4075,34.659,29.91,21.5835,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2355,8.797,24.447,22.217,14.1335,23.7555,22.2465,2.3435,37.6005,18.8335,33.7175,21.7515,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685,3.1465,22.1915,36.0655,31.361,18.167,21.8315,30.2295,34.5545,28.828,29.8555,21.6275,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,21.481,31.8395,34.4675,36.8595,26.513,31.3535,33.1615,38.2205,26.283,29.505,0.136,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5845,17.076,30.123,34.6705,36.6385,33.932,32.286,27.477,15.1305,31.2635,32.786,25.961,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8355,4.751,9.628,16.8615,35.4015,29.0735,35.558,33.6355,29.3825,29.4105,23.5975,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603,27.079,30.8855,35.957,37.4925,32.9025,30.576,34.3955,37.687,24.0235,8.0885,24.2685,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.559,22.7285,31.1805,34.9905,27.939,19.4005,37.6875,35.1035,28.859,20.5465,8.853,4.0825,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8985,8.58,12.306,3.0985,6.9645,5.417,2.7855,10.314,4.985,4.4525,5.4995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.879,22.069,6.828,17.169,37.3135,38.9085,38.519,30.4785,39.172,8.7375,4.6935,0.1375,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.602,7.537,5.6105,9.978,37.8475,34.776,22.886,4.7445,2.4035,4.423,0.586,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549,0.677,1.2325,3.8005,13.387,12.1335,4.938,4.029,23.43,9.7385,26.621,3.099,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,2.8925,30.172,35.0065,37.3505,31.489,34.567,32.454,2.154,1.2085,0.787,19.4505,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8365,24.8235,3.457,8.77,30.38,39.8135,37.952,32.219,11.501,30.818,14.092,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3325,3.49,5.0765,13.6675,12.208,39.8215,40.5195,40.0185,24.6295,4.9655,7.691,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.831,8.1085,17.8875,38.997,40.2215,29.2915,28.1305,1.8755,4.4845,8.668,0.073,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5935,4.4935,1.3995,6.751,20.9645,24.0025,22.479,36.0645,35.592,31.941,2.6435,24.268,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.267,15.617,24.1815,15.3085,38.1225,38.4675,31.641,38.978,38.578,12.824,28.071,23.849,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3915,23.066,35.393,37.598,39.1995,40.1225,40.719,39.655,32.2655,38.405,34.675,23.892,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0165,30.255,36.645,38.648,39.8685,38.397,15.0105,28.1515,39.182,33.9635,24.2335,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4165,7.161,33.4295,37.752,35.949,39.722,36.628,40.1365,36.6785,30.3645,22.742,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1505,19.122,33.731,36.173,36.3955,37.6265,6.5135,38.445,37.004,33.001,21.6465,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.154,30.854,33.977,36.0815,36.9255,37.1145,34.587,36.507,8.0375,1.9765,4.6665,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.196,30.091,34.157,35.937,36.4605,36.8795,8.1455,27.0375,36.5005,33.414,21.788,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5725,29.8275,36.2435,21.2255,39.8025,37.6775,4.1485,1.881,19.552,2.7445,3.075,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.262,31.5095,33.7735,37.3425,35.6275,40.2155,38.526,19.9055,25.0355,26.385,14.526,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442,18.2235,18.3225,28.6205,34.3855,37.1885,38.035,37.785,33.607,31.08,20.3065,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888,21.158,30.1765,33.2205,36.054,35.4245,34.7955,27.5315,23.623,1.0325,0.543,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.469,2.102,13.0825,21.7125,21.7775,22.951,38.812,39.4055,35.759,26.834,20.6025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6885,3.0525,8.2575,37.8815,23.6015,18.426,8.316,9.862,21.722,25.3635,22.5065,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175,30.21,32.888,38.5455,38.924,41.2885,41.44,39.816,36.306,3.461,25.7365,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6405,8.3185,9.494,35.512,36.825,37.9605,37.1055,4.222,20.6145,29.0335,17.947,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939,1.014,22.78,6.1245,19.3965,24.9145,39.3805,38.4,17.8425,17.8155,8.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145,32.8865,36.7845,38.671,38.611,38.3125,29.9605,11.1875,35.387,31.0365,0.9205,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,6.9205,19.1395,10.687,10.698,24.9915,2.9335,4.1135,35.9155,30.9525,23.26,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3175,32.2635,25.498,27.3715,37.9765,35.6955,37.787,38.5235,36.7475,31.336,22.148,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.028,28.8945,26.813,30.852,14.175,38.5615,4.5755,2.097,1.4385,0.741,0.9435,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.197,32.527,36.391,30.536,29.4785,39.0575,21.385,16.3825,1.285,0.587,0.215,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2335,17.475,36.8545,38.863,40.2795,41.194,35.166,38.6955,37.643,33.499,0.396,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988,6.3715,36.5335,38.2145,39.7725,40.842,38.6475,39.809,24.9655,30.708,0.091,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5225,29.791,3.0295,32.36,35.5565,36.8775,35.3505,30.929,3.5175,0.5865,0.091,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.006,28.0005,34.0045,33.894,31.864,18.1675,38.8535,19.367,7.6835,7.0055,26.409,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,9.045,17.6165,34.9615,22.8135,32.9095,37.1105,37.121,37.232,0.6175,0.7585,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.934,30.5825,6.5325,19.4725,36.6515,33.735,38.462,35.4945,36.7105,32.9505,17.888,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.657,11.7465,18.702,31.7315,33.8075,30.8425,17.27,16.3085,8.826,2.13,0.4625,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6835,30.334,31.577,24.2395,29.502,34.369,31.5545,31.4785,13.078,1.9025,0.2365,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8385,33.046,36.1435,37.94,39.0085,35.3895,32.6765,19.855,30.331,33.098,20.948,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5635,30.158,33.8775,35.7515,34.8405,37.159,35.72,38.168,32.448,20.8845,2.452,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197,28.342,29.8145,17.8235,27.2735,23.784,14.161,12.325,34.7745,33.2065,23.0785,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6715,3.1485,8.773,26.2445,29.8455,38.7605,35.294,40.1865,37.086,34.1425,23.62,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1575,5.2715,12.893,26.7055,36.476,39.303,40.171,36.7465,37.1055,28.6175,22.6455,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.992,9.102,33.927,31.0035,36.544,37.871,19.5995,31.0175,36.0815,17.231,0.782,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675,9.1855,29.143,31.81,25.299,35.38,39.001,38.216,30.148,33.247,22.5885,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.274,27.4485,22.617,36.488,37.2475,37.6175,32.12,28.697,36.1355,31.2695,18.0705,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5305,4.608,21.5435,28.022,35.375,33.921,37.6605,16.535,3.1775,2.302,1.1145,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595,2.3765,9.5335,28.5525,34.5385,33.656,32.855,38.555,36.912,26.026,2.1415,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.233,2.6645,5.9035,27.965,23.7625,12.116,11.353,13.171,21.016,27.1655,13.238,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.172,9.8735,30.968,34.009,36.313,22.386,38.389,37.4885,29.387,19.174,5.2995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079,1.2365,23.3915,33.9485,31.1445,33.348,33.3465,10.2775,13.699,25.9215,1.894,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8205,4.1575,10.7285,8.4675,17.567,25.4755,31.7565,39.4145,23.9655,4.671,23.4815,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1495,27.4565,27.3505,17.7365,6.142,32.444,16.1365,8.879,25.5,25.293,0.5755,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.984,31.3255,34.365,26.7025,31.2795,37.585,35.3635,7.5295,7.9425,1.309,0.829,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1985,22.5985,35.1285,38.218,39.2935,39.1085,36.4405,37.538,38.3985,33.549,22.577,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.785,12.9495,34.5535,37.1835,37.308,38.465,38.5745,37.7,20.0065,8.3975,12.2495,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.081,11.7205,25.674,29.62,35.798,35.058,39.3265,39.478,35.029,31.9195,22.13,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.01,32.1675,36.1665,33.327,27.2085,12.315,3.0905,8.459,2.3415,1.032,0.6915,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0555,33.874,37.0165,36.62,36.3915,32.48,24.134,22.8535,37.7445,33.6585,26.7985,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.176,28.6055,37.0215,37.5,4.961,29.906,2.6585,37.1785,15.78,10.2105,8.506,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.182,30.769,36.208,36.9425,38.59,34.5375,35.154,35.863,1.3635,1.2755,0.8005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86,31.743,36.35,36.967,39.494,39.954,40.0565,24.288,37.476,31.419,9.3705,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9345,19.9355,37.688,38.0675,40.0145,39.5245,38.3675,39.6995,38.2065,32.517,14.7935,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.767,31.626,35.6215,37.9825,35.4525,36.148,36.294,35.9635,35.7635,31.503,20.139,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.168,31.6865,32.5135,32.644,33.2165,25.8815,2.6615,3.775,33.5095,35.215,22.944,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8825,32.227,34.624,28.584,34.8125,34.175,35.143,12.825,1.3545,0.6125,0.6795,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.289,7.252,14.9185,10.5605,8.143,16.225,34.0785,38.806,33.673,20.3465,0.961,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,22.563,27.7985,33.736,39.0345,39.614,39.157,39.4155,38.141,17.04,6.914,1.2965,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0065,0.267,4.5065,4.07,6.079,25.207,27.8545,34.814,33.0315,36.2215,32.3945,3.746,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572,0.3325,26.2065,9.4545,22.0265,4.7635,3.609,33.207,38.764,1.652,2.89,15.95,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172,5.0025,13.364,18.984,39.004,36.028,38.3815,36.4885,33.0435,6.8775,2.612,0.5205,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4205,6.8165,4.664,39.757,40.7535,41.019,40.697,40.348,37.7425,33.195,20.755,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5305,26.2655,34.2515,38.367,40.0245,40.765,40.829,30.322,25.4965,23.903,0.717,0.886,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122,24.7315,33.7885,38.159,39.59,38.5305,22.4725,37.514,39.6385,9.5105,18.22,25.76,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5125,13.1665,31.6045,36.062,38.3595,39.248,39.4885,39.338,39.3635,37.869,32.736,20.401,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.591,33.186,37.4125,38.286,40.1945,38.482,34.696,37.901,33.551,11.257,12.9635,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.224,28.3255,34.5225,40.1555,35.236,37.077,41.11,40.192,33.346,0.61,0.191,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3815,28.1665,35.642,38.4515,39.9305,41.2835,40.6895,40.9795,38.1275,32.4985,16.631,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4495,3.1525,15.427,5.8215,6.053,36.2885,38.0765,31.4695,27.61,16.161,14.1335,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501,13.0185,9.1265,27.4355,38.882,39.1085,40.613,40.6155,40.412,37.69,31.4965,12.848,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512,21.172,32.346,36.674,38.9895,38.374,38.953,39.4095,32.646,36.51,31.5735,0.345,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082,24.2065,32.5645,26.259,34.283,24.389,24.391,3.3725,10.616,37.9495,31.486,0.735,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058,15.3535,29.728,19.039,33.289,32.857,31.2125,2.7635,2.1375,1.5815,0.6865,1.178,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.612,24.9965,28.1005,35.6725,28.527,37.9675,38.9425,35.266,37.081,34.6975,27.8115,16.685,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8325,24.9515,33.448,36.567,37.7645,34.982,15.529,2.7675,2.1385,7.621,8.8715,4.824,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1155,22.165,34.093,37.6625,35.8955,34.3525,18.3815,23.022,25.5335,35.2815,31.8935,17.3675,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.767,15.2185,9.7825,32.712,36.4145,6.7675,39.4585,30.7625,2.823,3.487,8.789,0.708,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235,12.415,24.033,22.882,26.2905,36.8315,37.159,35.2245,33.2315,34.806,33.3245,14.8345,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5035,27.6975,32.089,20.1545,9.034,27.68,15.482,23.9105,8.114,5.1225,3.996,19.011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.655,27.251,33.338,36.9535,37.881,39.098,40.4395,40.919,39.2495,38.188,33.329,23.5235,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4785,0.297,8.9505,26.516,29.144,18.614,36.047,38.367,37.98,2.682,0.5815,21.6805,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136,2.5545,5.207,31.701,37.344,32.2795,17.8705,2.7685,3.114,36.718,34.138,12.6215,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1085,12.7725,34.967,35.7855,35.143,35.2265,34.5375,32.3535,18.595,20.4275,30.774,0.4425,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6375,26.2765,30.401,29.046,13.413,35.8485,39.641,40.79,39.0545,37.0085,24.3875,6.7445,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365,21.3385,33.2455,37.291,39.8845,39.5175,40.6505,39.208,17.9575,26.149,0.5485,11.6875,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0395,7.3345,27.9995,33.4305,37.07,35.9025,38.127,38.7495,34.9015,1.7565,22.7055,13.4485,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497,27.3195,34.31,26.2215,35.339,35.5255,35.923,39.0355,34.5015,29.67,28.2335,1.9355,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009,19.2555,23.108,36.369,29.067,27.116,35.3275,30.047,9.7655,32.1875,1.463,0.479,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935,22.997,32.384,32.8275,35.9465,25.1765,38.543,14.291,23.4945,34.1855,12.031,0.221,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,11.81,5.988,12.392,36.4485,36.582,37.2655,37.863,9.979,5.464,0.646,6.5665,0.0,0.0,0.0,0.0,0.0
