00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.469,16.016,37.122,39.4025,39.4235,36.301,39.796,10.506,1.9725,25.26,2.782,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2155,20.798,37.8815,39.546,39.6645,35.2275,32.618,21.199,28.453,22.138,25.27,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,3.016,27.6915,33.3545,36.6585,36.612,28.0845,7.7735,3.013,4.0675,25.924,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1265,29.3585,36.1295,38.669,39.338,37.6275,36.868,38.109,38.712,22.011,28.5925,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3785,32.059,36.9415,38.824,38.9515,29.901,37.857,38.7995,34.6295,24.938,22.731,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7835,32.02,36.863,38.481,40.1685,40.486,40.5565,39.69,28.9715,32.3975,3.965,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3945,6.075,18.587,16.7075,5.937,3.3695,8.8465,37.9895,38.2445,27.4205,13.1755,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404,1.2835,31.2305,14.433,22.0385,35.5245,39.172,33.857,17.954,8.704,0.206,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,10.6025,32.4685,14.185,6.3725,15.9045,3.298,2.77,1.587,0.7945,0.203,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2925,28.5815,35.691,37.7825,39.818,40.8245,40.662,40.533,34.6745,32.7705,1.287,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.695,34.053,37.4805,39.163,37.8285,39.6055,39.769,39.3945,39.4935,34.853,19.944,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0015,27.01,33.4115,36.797,38.7705,39.4945,33.6335,35.267,26.764,35.2395,23.2925,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.634,33.023,37.147,38.4655,38.26,36.9575,38.8065,32.4205,35.261,27.7485,22.5625,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5325,25.5825,36.562,38.608,39.7435,40.1695,40.0625,40.432,29.9875,34.8355,22.8415,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4015,32.262,35.892,37.4465,37.933,33.911,35.906,29.803,28.155,32.419,24.926,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.154,31.807,36.001,37.438,35.268,23.568,29.4095,27.057,34.363,32.7725,19.603,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.618,31.7165,35.8225,37.5925,38.3435,33.9,25.0605,24.291,2.6345,0.7555,0.5815,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.206,27.3265,33.005,35.401,32.209,35.288,30.4515,39.315,38.0815,36.115,27.957,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9865,32.2725,36.452,37.955,38.579,37.9675,33.637,38.4255,29.494,25.974,23.73,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.482,32.089,36.15,37.9535,38.5055,34.943,30.592,17.4895,33.9355,31.9965,21.3435,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.752,26.7955,37.734,38.2175,35.563,33.0785,34.1045,29.912,17.617,4.5605,17.616,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4105,24.28,33.7805,36.302,36.7535,29.922,27.176,36.8125,17.187,9.3145,4.4295,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718,13.0835,21.7335,27.4425,29.4655,27.724,23.5735,19.1705,24.4345,23.085,15.362,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6945,15.326,35.8055,37.6685,37.393,26.5185,4.2605,2.335,2.1715,7.456,7.835,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.974,33.9615,38.6295,40.0055,40.581,35.8865,38.5795,39.2505,37.0585,31.014,7.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.31,32.866,36.439,37.329,36.3745,31.9745,26.7915,27.836,37.53,32.913,16.1905,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.743,27.6625,32.212,36.925,37.0,34.6535,38.008,36.27,36.588,33.858,20.6025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9955,20.4055,31.329,38.174,37.3205,37.635,32.367,24.7245,11.76,25.364,9.3875,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9375,28.766,36.2175,38.4725,39.3405,37.81,26.449,15.04,36.778,14.7335,5.182,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.826,16.1345,27.045,35.5105,25.402,14.5025,4.0505,2.291,25.636,4.12,7.784,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.622,20.1215,24.9335,25.3415,31.1635,24.933,21.56,16.0835,3.0715,2.5995,2.4875,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,0.8915,3.961,10.017,6.0715,7.0025,16.859,25.8655,4.026,0.7015,0.217,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.037,34.836,36.776,38.3195,38.16,31.6145,24.8285,15.677,17.835,12.7555,0.8315,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,24.9485,29.458,14.233,22.3185,11.416,2.858,2.296,3.102,9.703,7.3735,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.686,30.463,36.33,23.639,26.8735,25.7455,22.9975,10.4195,18.4655,14.6045,12.654,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29,14.5915,36.058,38.472,35.7635,35.514,39.918,40.183,23.074,33.4385,13.767,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4445,29.8245,37.796,39.5325,36.5795,30.128,36.2995,34.101,34.398,0.671,2.095,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2.3245,6.8055,3.941,10.986,16.7495,27.17,26.442,25.8125,23.2855,13.8575,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585,4.819,22.121,35.965,38.095,35.002,34.8735,40.389,23.7175,1.1355,4.073,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,3.313,11.3045,29.2885,39.328,40.581,36.841,27.955,31.0765,38.964,32.0935,2.7555,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2645,7.452,34.4235,22.135,36.2275,37.8185,15.8375,6.327,1.432,1.105,2.466,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.398,28.258,32.437,34.8965,40.569,40.061,38.331,37.072,37.08,31.635,23.295,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518,6.0925,24.6315,22.6885,28.0085,33.569,33.322,30.7755,30.8815,21.5225,26.395,25.721,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075,3.81,1.567,11.849,9.4585,12.115,9.5675,20.8315,21.008,25.0885,15.8085,4.9895,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.239,2.0845,2.7215,4.909,12.684,13.5545,24.291,37.821,37.9965,33.0915,24.887,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537,24.8395,15.088,38.515,35.9035,37.022,32.4395,26.2455,17.3825,33.3715,1.183,25.8205,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.109,1.948,13.52,10.693,11.566,16.133,32.462,34.689,27.384,20.484,13.216,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3195,10.5685,16.8,18.133,37.9465,36.891,35.178,39.715,36.82,10.9965,0.0735,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,1.7295,6.123,5.202,9.4405,26.5745,14.3525,19.3755,27.3765,2.0055,2.987,4.981,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,8.706,26.1555,34.799,31.3015,23.772,21.6205,11.2405,28.668,36.4635,24.334,8.8595,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8325,26.816,32.4925,36.7055,37.7875,38.4015,37.8635,38.7255,34.424,33.6515,29.4115,15.9725,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4635,26.2315,32.847,37.1275,31.2705,29.6055,29.51,29.5945,31.8335,34.039,31.485,21.217,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,6.7185,18.4745,29.4505,36.953,38.1575,34.479,35.914,36.6855,12.239,0.61,0.0575,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7435,25.263,33.2445,37.772,38.3175,32.779,31.8445,35.2215,27.682,18.183,0.5825,3.4255,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1585,3.625,18.5675,30.5645,38.17,32.0375,28.1315,13.596,2.452,1.3215,1.8415,1.9635,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605,9.841,27.977,37.909,39.134,39.5175,36.2945,28.0425,33.0225,3.9485,1.463,0.6505,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.994,4.5125,9.6355,7.7765,38.344,34.576,27.7565,31.668,22.801,2.9845,1.5225,22.0875,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1285,18.714,29.0845,37.4705,38.1995,39.2315,27.505,39.476,32.979,2.759,4.3405,3.7375,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785,16.5145,31.325,35.753,35.981,38.517,35.948,31.8025,27.852,5.5835,1.566,0.875,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.405,5.145,4.579,25.311,36.5885,38.7535,30.9085,40.1895,32.382,35.688,26.0765,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9935,3.8325,13.974,14.05,4.3555,2.778,2.877,2.6165,7.8105,30.095,10.2945,20.8615,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,7.1685,7.999,10.198,21.1655,25.404,34.5035,39.57,23.2155,1.283,0.8685,2.3535,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755,27.4455,36.19,30.45,35.728,38.1925,38.657,32.7315,13.006,29.962,26.165,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905,4.779,13.81,26.8345,29.4075,23.1245,35.6265,26.163,5.876,1.2855,0.6575,0.4285,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2275,26.9315,28.646,28.7765,38.3945,39.474,34.204,28.869,19.5865,14.4995,33.8565,0.5555,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0795,0.9705,8.526,12.1655,13.142,23.476,14.9715,32.6825,27.27,16.483,0.8105,0.042,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0795,2.29,5.665,28.6575,35.1845,23.3495,16.8625,13.2705,14.324,4.7855,3.01,7.659,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3605,5.763,26.3325,26.44,36.2495,37.457,34.327,33.751,33.8415,1.284,7.645,23.7335,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.956,7.521,21.203,38.9985,36.1255,39.2565,38.533,39.8365,31.8415,15.9285,10.891,6.266,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9555,2.181,19.333,34.4195,36.13,39.371,41.4765,40.203,35.3655,20.2035,6.921,0.7555,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.8155,1.687,3.691,3.2875,3.9125,4.7325,10.2655,3.844,5.9965,15.6365,15.4265,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7365,28.8205,35.482,32.904,34.9335,37.9285,36.3825,10.47,15.0325,14.664,28.099,9.728,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567,18.434,38.6245,39.361,40.9585,38.99,28.865,33.453,24.4115,21.1645,20.317,0.0,0.0,0.0,0.0,0.0
