,Longtitude,Latitude
0,32.4010523647894,0.236815057560569
1,32.399942113967,0.238030863777535
2,32.3998469100156,0.239299632071083
3,32.4001079541053,0.239307724691621
4,32.4002629047525,0.23934056479519
5,32.4003870004761,0.239285888882502
6,32.4003920538704,0.239166877861352
7,32.4003521821523,0.239064685202868
8,32.4002242505807,0.239016593311869
9,32.4001052708677,0.239070821631632
10,32.4000664195677,0.239215987850676
11,32.4011287524282,0.239721045470495
12,32.4008269414345,0.239600528170397
13,32.4007110009476,0.239512723421589
14,32.400598576268,0.23955349032562
15,32.4005322269914,0.239649510607443
16,32.4005583172532,0.239770952081584
17,32.4006710283454,0.239851306611047
18,32.4007985772602,0.239806638922973
19,32.4008484595229,0.239699171393578
20,32.4011438337558,0.24068889795614
21,32.4011746933192,0.240363999978876
22,32.4012538326222,0.240266860714741
23,32.4012052798041,0.240153828421934
24,32.4011105228709,0.240057726390023
25,32.4009851324906,0.240082873343886
26,32.4008904851357,0.240194257311371
27,32.4009159040081,0.240308024769704
28,32.4010229395986,0.240382431878919
29,32.4012003626564,0.240952021150114
30,32.4014251035971,0.240559897844277
31,32.4015073122744,0.240483110724064
32,32.4009341016721,0.241385151970441
33,32.4008668125674,0.241175810663258
34,32.4008829775147,0.241036495620279
35,32.4007947756149,0.240926932172637
36,32.4006587537427,0.2409336773746
37,32.4005625241585,0.240997514448144
38,32.4005683741746,0.241123304299252
39,32.4006104200813,0.241235617080581
40,32.4007523412517,0.241237377304136
41,32.4003163155714,0.24107060660683
42,32.4003213701257,0.2408484920873
43,32.400390933143,0.240730281167765
44,32.4003938123488,0.24060115002377
45,32.4002801098266,0.240538925327652
46,32.4001372453483,0.240541114010233
47,32.4000782019247,0.240676447679033
48,32.400090942669,0.240792613122312
49,32.4002173233194,0.240852439833484
50,32.3998503782755,0.240812370987133
51,32.399845825236,0.24050990309809
52,32.3998776257874,0.240387263211451
53,32.3998479860903,0.240284175367118
54,32.399735722591,0.240208936848193
55,32.3996063989587,0.240262781351171
56,32.3995510168687,0.240381040392798
57,32.3996101374025,0.24049701450766
58,32.3997048786817,0.240563475682513
59,32.3989744719332,0.240655731426917
60,32.3987809923466,0.240536046696479
61,32.3987269397012,0.240433805915903
62,32.3986182569453,0.240399495481283
63,32.3985082940268,0.240468400443274
64,32.3984955666167,0.240588082853811
65,32.3985473969515,0.240694384438752
66,32.3986660241559,0.240709781752409
67,32.3987799359805,0.240641820098359
68,32.3984773150308,0.240040654072186
69,32.3981988594593,0.240128166608591
70,32.3980776742497,0.240112993091397
71,32.3979568560428,0.240160938296219
72,32.3979371260062,0.24028896611195
73,32.3979965184586,0.24039331730487
74,32.3981205492461,0.240426284960716
75,32.3982236214364,0.240367004406554
76,32.398242360043,0.240257106424169
77,32.3994998787971,0.239848087938008
78,32.3994348264971,0.239767430181896
79,32.3996586844261,0.23970402620718
80,32.3995763337025,0.239617149112265
81,32.3998336538425,0.239523752931751
82,32.4001837300817,0.239739284589543
83,32.4006062439042,0.240119888177325
84,32.3990972782199,0.240107560812693
85,32.4024644549821,0.24456603761489
86,32.4026476086234,0.244508772388838
87,32.4022971189939,0.245511185773859
88,32.4024484599095,0.245237609082249
89,32.402575881272,0.245162021534485
90,32.4026852690452,0.245057080702265
91,32.402648275373,0.244928860398166
92,32.4025401364542,0.244871304119662
93,32.4024303973322,0.244942767086922
94,32.4022896421063,0.245042719460882
95,32.4023255167962,0.245158149738635
96,32.4020156108621,0.245504883525019
97,32.401874045095,0.246597277007281
98,32.4020075762179,0.246296905036486
99,32.4020784663599,0.24616440129151
100,32.4021346798596,0.246040914341114
101,32.4020024961553,0.245944220350003
102,32.4018750121766,0.245901244469543
103,32.4018287106573,0.246049640083242
104,32.4017422486873,0.246180928601723
105,32.401849843769,0.246261730724111
106,32.4018383872418,0.247103025725077
107,32.4016021242631,0.247054101264418
108,32.4016309673385,0.246912388236492
109,32.401637587308,0.246811283252226
110,32.4015315588016,0.246748387166721
111,32.4013976473418,0.246749792561684
112,32.4013950557085,0.246896941640793
113,32.4013797702931,0.247016847847793
114,32.4014991639711,0.247114660821215
115,32.4018919708405,0.247686027129959
116,32.4017090096876,0.247686568647167
117,32.4016957094522,0.247564008190715
118,32.4016624890116,0.247419992262077
119,32.4015579308363,0.247403364067878
120,32.4014321722933,0.247468495798104
121,32.4014390137394,0.247576155815867
122,32.401445087552,0.247704503672244
123,32.4015845939234,0.247767048409008
124,32.4032804957603,0.246881486936009
125,32.4031171127433,0.246045178073402
126,32.4040978804877,0.246266104619988
127,32.4040548176427,0.245597122465992
128,32.4042157145502,0.245727390566247
129,32.4043040921243,0.245853692946369
130,32.4043892403037,0.245972545107146
131,32.4045208824908,0.245886277945381
132,32.4046314854906,0.245765765285084
133,32.4045658099233,0.245663252585954
134,32.4044674241245,0.24554040339695
135,32.4043015051308,0.245588428031958
136,32.4032025972027,0.244694777407706
137,32.4035023940283,0.244792272660383
138,32.4036160003064,0.244882859210922
139,32.4037551866371,0.244971207796839
140,32.403865342044,0.244845579126004
141,32.4039050885298,0.244710644928037
142,32.4037693553901,0.244632304566734
143,32.4036368203371,0.244502132710664
144,32.40354501856,0.2446313108168
145,32.4045732671023,0.245041402201018
146,32.404729911877,0.245123068201161
147,32.4048492093108,0.245249243029005
148,32.4049142134888,0.245344081712327
149,32.4051001176236,0.24522986898097
150,32.405188690006,0.245093240655489
151,32.405066834567,0.244967289624107
152,32.40495767291,0.244868581464836
153,32.4048054704366,0.244985000852721
154,32.4050173929375,0.245698494154319
